3040,"ABERFELDIE","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.75669","144.896259"
3040,"ESSENDON","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.754973","144.917407"
3040,"ESSENDON WEST","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.753802","144.888271"
3041,"ESSENDON NORTH","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.744374","144.909853"
3041,"STRATHMORE","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.735876","144.919176"
3041,"STRATHMORE HEIGHTS","VIC","MOONEE PONDS DC","Delivery Area                                ","-37.716678","144.897568"
3042,"AIRPORT WEST","VIC","NIDDRIE DC","Delivery Area                                ","-37.711698","144.887037"
3042,"KEILOR PARK","VIC","NIDDRIE DC","Delivery Area                                ","-37.72465","144.850373"
3042,"NIDDRIE","VIC","NIDDRIE DC","Delivery Area                                ","-37.736031","144.889072"
3043,"GLADSTONE PARK","VIC","NIDDRIE DC","Delivery Area                                ","-37.68861","144.883628"
3043,"GOWANBRAE","VIC","NIDDRIE DC","Delivery Area                                ","-37.706316","144.894885"
3043,"TULLAMARINE","VIC","NIDDRIE DC","Delivery Area                                ","-37.68656","144.882698"
3044,"PASCOE VALE","VIC","PRESTON DC","Delivery Area                                ","-37.727568","144.939122"
3044,"PASCOE VALE SOUTH","VIC","PRESTON DC","Delivery Area                                ","-37.739198","144.945722"
3045,"MELBOURNE AIRPORT","VIC","NIDDRIE DC","Delivery Area                                ","-37.668873","144.833931"
3046,"GLENROY","VIC","PRESTON DC","Delivery Area                                ","-37.704581","144.915758"
3046,"HADFIELD","VIC","PRESTON DC","Delivery Area                                ","-37.707238","144.93832"
3046,"OAK PARK","VIC","PRESTON DC","Delivery Area                                ","-37.71817","144.919959"
3047,"BROADMEADOWS","VIC","SOMERTON DC","Delivery Area                                ","-37.680792","144.921009"
3047,"DALLAS","VIC","SOMERTON DC","Delivery Area                                ","-37.673333","144.931141"
3047,"JACANA","VIC","SOMERTON DC","Delivery Area                                ","-37.690301","144.915729"
3048,"COOLAROO","VIC","SOMERTON DC","Delivery Area                                ","-37.651811","144.930466"
3048,"MEADOW HEIGHTS","VIC","SOMERTON DC","Delivery Area                                ","-37.64986","144.922104"
3049,"ATTWOOD","VIC","SOMERTON DC","Delivery Area                                ","-37.667515","144.88529"
3049,"CALDER PARK","VIC","ST ALBANS DC","Delivery Area                                ","-37.700648","144.755896"
3049,"WESTMEADOWS","VIC","SOMERTON DC","Delivery Area                                ","-37.673551","144.90086"
3050,"ROYAL MELBOURNE HOSPITAL","VIC","CARLTON DC","Delivery Area                                ","-37.798631","144.955627"
3051,"NORTH MELBOURNE","VIC","CITY DELIVERY CENTRE","Delivery Area                                ","-37.905996","145.056254"
3052,"MELBOURNE UNIVERSITY","VIC","CARLTON DC","Delivery Area                                ","-37.796152","144.961351"
3052,"PARKVILLE","VIC","CARLTON DC","Delivery Area                                ","-37.788531","144.947731"
3053,"CARLTON","VIC","CARLTON DC","Delivery Area                                ","-37.784337","144.969747"
3053,"CARLTON SOUTH","VIC","CARLTON DC","Delivery Area                                ","-37.778987","145.0026"
3054,"CARLTON NORTH","VIC","CARLTON DC","Delivery Area                                ","-37.784337","144.969747"
3054,"PRINCES HILL","VIC","CARLTON DC","Delivery Area                                ","-37.780995","144.962792"
3055,"BRUNSWICK SOUTH","VIC","PRESTON DC","Delivery Area                                ","-37.772049","144.944635"
3055,"BRUNSWICK WEST","VIC","PRESTON DC","Delivery Area                                ","-37.762489","144.961176"
3055,"MOONEE VALE","VIC","PRESTON DC","Delivery Area                                ","-37.763919","144.940314"
3055,"MORELAND WEST","VIC","PRESTON DC","Delivery Area                                ","-37.713902","144.937112"
3056,"BRUNSWICK","VIC","PRESTON DC","Delivery Area                                ","-37.764829","144.943778"
3056,"BRUNSWICK LOWER","VIC","PRESTON DC","Delivery Area                                ","-37.759717","144.95137"
3056,"BRUNSWICK NORTH","VIC","PRESTON DC","Delivery Area                                ","-37.760071","144.972291"
3057,"BRUNSWICK EAST","VIC","PRESTON DC","Delivery Area                                ","-37.76491","144.979567"
3058,"BATMAN","VIC","PRESTON DC","Delivery Area                                ","-37.733524","144.962837"
3058,"COBURG","VIC","PRESTON DC","Delivery Area                                ","-37.743188","144.966279"
3058,"COBURG NORTH","VIC","PRESTON DC","Delivery Area                                ","-37.730842","144.971699"
3058,"MERLYNSTON","VIC","PRESTON DC","Delivery Area                                ","-37.720932","144.96131"
3058,"MORELAND","VIC","PRESTON DC","Delivery Area                                ","-37.748315","144.961827"
3059,"GREENVALE","VIC","SOMERTON DC","Delivery Area                                ","-37.642984","144.88872"
3060,"FAWKNER","VIC","PRESTON DC","Delivery Area                                ","-37.759823","144.89571"
3060,"FAWKNER EAST","VIC","PRESTON DC","Delivery Area                                ","-37.709159","144.950411"
3060,"FAWKNER NORTH","VIC","PRESTON DC","Delivery Area                                ","-37.705055","144.944577"
3061,"CAMPBELLFIELD","VIC","SOMERTON DC","Delivery Area                                ","-37.643746","144.951369"
3062,"SOMERTON","VIC","SOMERTON DC","Delivery Area                                ","-37.642563","144.944259"
3063,"OAKLANDS JUNCTION","VIC","SOMERTON DC","Delivery Area                                ","-37.629826","144.839244"
3063,"YUROKE","VIC","SOMERTON DC","Delivery Area                                ","-37.589589","144.879406"
3064,"CRAIGIEBURN","VIC","SOMERTON DC","Delivery Area                                ","-37.598975","144.941287"
3064,"DONNYBROOK","VIC","SOMERTON DC","Delivery Area                                ","-37.542028","144.963579"
3064,"KALKALLO","VIC","SOMERTON DC","Delivery Area                                ","-37.529372","144.947106"
3064,"MICKLEHAM","VIC","SOMERTON DC","Delivery Area                                ","-37.560864","144.879078"
3064,"ROXBURGH PARK","VIC","SOMERTON DC","Delivery Area                                ","-37.636795","144.932604"
3065,"FITZROY","VIC","FITZROY DC","Delivery Area                                ","-37.800917","144.979165"
3066,"COLLINGWOOD","VIC","FITZROY DC","Delivery Area                                ","-37.800366","144.984149"
3066,"COLLINGWOOD NORTH","VIC","FITZROY DC","Delivery Area                                ","-37.789805","144.990796"
3067,"ABBOTSFORD","VIC","FITZROY DC","Delivery Area                                ","-37.801781","144.998752"
3068,"CLIFTON HILL","VIC","FITZROY DC","Delivery Area                                ","-37.788118","144.992067"
3068,"FITZROY NORTH","VIC","FITZROY DC","Delivery Area                                ","-37.7834","144.984688"
3070,"NORTHCOTE","VIC","PRESTON DC","Delivery Area                                ","-37.769857","144.995276"
3070,"NORTHCOTE SOUTH","VIC","PRESTON DC","Delivery Area                                ","-37.779039","145.006746"
3071,"THORNBURY","VIC","PRESTON DC","Delivery Area                                ","-37.75504","144.998589"
3072,"NORTHLAND CENTRE","VIC","PRESTON DC","Delivery Area                                ","-37.742047","145.027716"
3072,"PRESTON","VIC","PRESTON DC","Delivery Area                                ","-37.738736","145.000515"
3072,"PRESTON LOWER","VIC","PRESTON DC","Delivery Area                                ","-37.743606","145.019624"
3072,"PRESTON SOUTH","VIC","PRESTON DC","Delivery Area                                ","-37.743356","145.009123"
3072,"PRESTON WEST","VIC","PRESTON DC","Delivery Area                                ","-37.736855","145.003005"
3073,"KEON PARK","VIC","PRESTON DC","Delivery Area                                ","-37.694672","145.011907"
3073,"RESERVOIR","VIC","PRESTON DC","Delivery Area                                ","-37.716897","145.006985"
3073,"RESERVOIR EAST","VIC","PRESTON DC","Delivery Area                                ","-37.722243","145.011124"
3073,"RESERVOIR NORTH","VIC","PRESTON DC","Delivery Area                                ","-37.723105","145.018195"
3073,"RESERVOIR SOUTH","VIC","PRESTON DC","Delivery Area                                ","-37.714796","144.944655"
3074,"THOMASTOWN","VIC","EPPING DC","Delivery Area                                ","-37.680338","145.014287"
3075,"LALOR","VIC","EPPING DC","Delivery Area                                ","-37.665857","145.017194"
3075,"LALOR PLAZA","VIC","EPPING DC","Delivery Area                                ","-37.673141","145.016634"
3076,"EPPING","VIC","EPPING DC","Delivery Area                                ","-37.638363","145.009493"
3078,"ALPHINGTON","VIC","PRESTON DC","Delivery Area                                ","-37.780767","145.03116"
3078,"FAIRFIELD","VIC","PRESTON DC","Delivery Area                                ","-37.776946","145.018479"
3079,"IVANHOE","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.76964","145.041425"
3079,"IVANHOE EAST","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.77283","145.059401"
3079,"IVANHOE NORTH","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.723105","145.018195"
3081,"BELLFIELD","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.751819","145.045449"
3081,"HEIDELBERG HEIGHTS","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.742268","145.048873"
3081,"HEIDELBERG WEST","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.74944","145.0414"
3082,"MILL PARK","VIC","EPPING DC","Delivery Area                                ","-37.667957","145.060693"
3083,"BUNDOORA","VIC","BUNDOORA DC","Delivery Area                                ","-37.70132","145.071967"
3083,"KINGSBURY","VIC","BUNDOORA DC","Delivery Area                                ","-37.714064","145.035103"
3083,"LA TROBE UNIVERSITY","VIC","BUNDOORA DC","Delivery Area                                ","-37.721328","145.047012"
3084,"BANYULE","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.744219","145.08793"
3084,"EAGLEMONT","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.762519","145.068208"
3084,"HEIDELBERG","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.756341","145.067145"
3084,"ROSANNA","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.742893","145.065044"
3084,"VIEWBANK","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.739262","145.096424"
3085,"MACLEOD","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.726038","145.068457"
3085,"MACLEOD WEST","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.736354","145.038518"
3085,"YALLAMBIE","VIC","HEIDELBERG WEST DEL CENTRE","Delivery Area                                ","-37.727482","145.102309"
3086,"LA TROBE UNIVERSITY","VIC","BUNDOORA DC","Delivery Area                                ","-37.721328","145.047012"
3087,"WATSONIA","VIC","BUNDOORA DC","Delivery Area                                ","-37.712531","145.082098"
3087,"WATSONIA NORTH","VIC","BUNDOORA DC","Delivery Area                                ","-37.698352","145.084586"
3088,"BRIAR HILL","VIC","BUNDOORA DC","Delivery Area                                ","-37.709483","145.120135"
3088,"GREENSBOROUGH","VIC","BUNDOORA DC","Delivery Area                                ","-37.704622","145.103024"
3088,"SAINT HELENA","VIC","BUNDOORA DC","Delivery Area                                ","-37.690585","145.130847"
3089,"DIAMOND CREEK","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.642629","145.217595"
3090,"PLENTY","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.671565","145.124024"
3091,"YARRAMBAT","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.639769","145.132663"
3093,"LOWER PLENTY","VIC","BUNDOORA DC","Delivery Area                                ","-37.730758","145.088118"
3094,"MONTMORENCY","VIC","BUNDOORA DC","Delivery Area                                ","-37.715294","145.121583"
3095,"ELTHAM","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.71383","145.148537"
3095,"ELTHAM NORTH","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.69401","145.147506"
3095,"RESEARCH","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.703602","145.180636"
3096,"WATTLE GLEN","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.670101","145.190928"
3097,"BEND OF ISLANDS","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.697232","145.284134"
3097,"KANGAROO GROUND","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.692032","145.215528"
3097,"WATSONS CREEK","VIC","RESEARCH DELIVERY CENTRE","Delivery Area                                ","-37.67058","145.256526"
3099,"ARTHURS CREEK","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.587697","145.218156"
3099,"COTTLES BRIDGE","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.625074","145.216671"
3099,"HURSTBRIDGE","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.640166","145.192477"
3099,"NUTFIELD","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.610518","145.173559"
3099,"STRATHEWEN","VIC","DIAMOND CREEK DC","Delivery Area                                ","-37.53633","145.273454"
3101,"COTHAM","VIC","DEEPDENE DC","Delivery Area                                ","-37.808497","145.044922"
3101,"KEW","VIC","DEEPDENE DC","Delivery Area                                ","-37.797982","145.053727"
3102,"KEW EAST","VIC","DEEPDENE DC","Delivery Area                                ","-37.796246","145.049017"
3103,"BALWYN","VIC","DEEPDENE DC","Delivery Area                                ","-37.809701","145.082303"
3103,"BALWYN EAST","VIC","DEEPDENE DC","Delivery Area                                ","-37.807312","145.096698"
3104,"BALWYN NORTH","VIC","DEEPDENE DC","Delivery Area                                ","-37.792835","145.071727"
3104,"GREYTHORN","VIC","DEEPDENE DC","Delivery Area                                ","-37.796947","145.098434"
3105,"BULLEEN","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.768554","145.079543"
3106,"TEMPLESTOWE","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.768882","145.117873"
3107,"TEMPLESTOWE LOWER","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.7563","145.102997"
3108,"DONCASTER","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.783031","145.122517"
3109,"DONCASTER EAST","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.811994","145.19474"
3109,"DONCASTER HEIGHTS","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.788827","145.159247"
3109,"THE PINES","VIC","TEMPLESTOWE DC","Delivery Area                                ","-37.757762","145.169626"
3111,"DONVALE","VIC","TEMPLESTOWE DC","Delivery Area                                ","-38.183899","144.468019"
3113,"NORTH WARRANDYTE","VIC","MOOROOLBARK DC","Delivery Area                                ","-37.731758","145.221282"
3113,"WARRANDYTE","VIC","MOOROOLBARK DC","Delivery Area                                ","-37.736915","145.22314"
3114,"PARK ORCHARDS","VIC","MOOROOLBARK DC","Delivery Area                                ","-37.778442","145.214586"
3115,"WONGA PARK","VIC","MOOROOLBARK DC","Delivery Area                                ","-37.738666","145.270483"
3116,"CHIRNSIDE PARK","VIC","MOOROOLBARK DC","Delivery Area                                ","-37.750325","145.326463"
3121,"BURNLEY","VIC","RICHMOND DC","Delivery Area                                ","-37.826869","145.007098"
3121,"BURNLEY NORTH","VIC","RICHMOND DC","Delivery Area                                ","-37.829382","145.007165"
3121,"CREMORNE","VIC","RICHMOND DC","Delivery Area                                ","-37.829719","144.990346"
3121,"RICHMOND","VIC","RICHMOND DC","Delivery Area                                ","-37.818587","144.999181"
3121,"RICHMOND EAST","VIC","RICHMOND DC","Delivery Area                                ","-37.826421","144.996431"
3121,"RICHMOND NORTH","VIC","RICHMOND DC","Delivery Area                                ","-37.816323","145.011044"
3121,"RICHMOND SOUTH","VIC","RICHMOND DC","Delivery Area                                ","-37.814951","144.991415"
3122,"AUBURN SOUTH","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.842105","145.045951"
3122,"HAWTHORN","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.834855","145.052097"
3122,"HAWTHORN NORTH","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.828845","145.007261"
3122,"HAWTHORN WEST","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.819687","145.017455"
3123,"AUBURN","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.832121","145.044832"
3123,"HAWTHORN EAST","VIC","HAWTHORN DELIVERY CENTRE","Delivery Area                                ","-37.782254","145.001811"
3124,"CAMBERWELL","VIC","DEEPDENE DC","Delivery Area                                ","-37.824818","145.057957"
3124,"CAMBERWELL NORTH","VIC","DEEPDENE DC","Delivery Area                                ","-37.825705","145.068352"
3124,"CAMBERWELL SOUTH","VIC","DEEPDENE DC","Delivery Area                                ","-37.825705","145.068352"
3124,"CAMBERWELL WEST","VIC","DEEPDENE DC","Delivery Area                                ","-37.840088","145.093634"
3124,"HARTWELL","VIC","DEEPDENE DC","Delivery Area                                ","-37.843985","145.075562"
3124,"MIDDLE CAMBERWELL","VIC","DEEPDENE DC","Delivery Area                                ","-37.844","145.056955"
3125,"BENNETTSWOOD","VIC","BURWOOD DC","Delivery Area                                ","-37.844825","145.115681"
3125,"BURWOOD","VIC","BURWOOD DC","Delivery Area                                ","-37.852805","145.151909"
3125,"SURREY HILLS SOUTH","VIC","BURWOOD DC","Delivery Area                                ","-37.835047","145.096407"
3126,"CAMBERWELL EAST","VIC","DEEPDENE DC","Delivery Area                                ","-37.840195","145.094524"
3126,"CANTERBURY","VIC","DEEPDENE DC","Delivery Area                                ","-37.824249","145.073114"
3127,"MONT ALBERT","VIC","BOX HILL DC","Delivery Area                                ","-37.821232","145.104996"
3127,"SURREY HILLS","VIC","BOX HILL DC","Delivery Area                                ","-37.825077","145.097412"
3127,"SURREY HILLS NORTH","VIC","BOX HILL DC","Delivery Area                                ","-37.834288","145.096516"
3128,"BOX HILL","VIC","BOX HILL DC","Delivery Area                                ","-37.817455","145.119314"
3128,"BOX HILL CENTRAL","VIC","BOX HILL DC","Delivery Area                                ","-37.819107","145.121273"
3128,"BOX HILL SOUTH","VIC","BOX HILL DC","Delivery Area                                ","-37.828744","145.121843"
3128,"HOUSTON","VIC","BOX HILL DC","Delivery Area                                ","-37.844706","145.130113"
3128,"WATTLE PARK","VIC","BOX HILL DC","Delivery Area                                ","-37.839076","145.104165"
3129,"BOX HILL NORTH","VIC","BOX HILL DC","Delivery Area                                ","-37.801761","145.126869"
3129,"KERRIMUIR","VIC","BOX HILL DC","Delivery Area                                ","-37.805767","145.136413"
3129,"MONT ALBERT NORTH","VIC","BOX HILL DC","Delivery Area                                ","-37.807247","145.11205"
3130,"BLACKBURN","VIC","NUNAWADING DC","Delivery Area                                ","-37.819374","145.153852"
3130,"BLACKBURN NORTH","VIC","NUNAWADING DC","Delivery Area                                ","-37.810403","145.1521"
3130,"BLACKBURN SOUTH","VIC","NUNAWADING DC","Delivery Area                                ","-37.831666","145.146719"
3130,"LABURNUM","VIC","NUNAWADING DC","Delivery Area                                ","-37.821142","145.145303"
3131,"BRENTFORD SQUARE","VIC","NUNAWADING DC","Delivery Area                                ","-37.837379","145.183948"
